Entry	Entry name	Protein names	Gene names	Gene ontology (GO)	Gene ontology (molecular function)
P33076	C2TA_HUMAN	MHC class II transactivator (CIITA) (EC 2.3.1.-) (EC 2.7.11.1)	CIITA MHC2TA	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; PML body [GO:0016605]; activating transcription factor binding [GO:0033613]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; kinase activity [GO:0016301]; protein C-terminus binding [GO:0008022]; protein-containing complex binding [GO:0044877]; transcription coactivator activity [GO:0003713]; transcription regulatory region DNA binding [GO:0044212]; transferase activity, transferring acyl groups [GO:0016746]; immune response [GO:0006955]; inflammatory response [GO:0006954]; interferon-gamma-mediated signaling pathway [GO:0060333]; negative regulation of collagen biosynthetic process [GO:0032966]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; response to antibiotic [GO:0046677]; response to interferon-gamma [GO:0034341]	activating transcription factor binding [GO:0033613]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; kinase activity [GO:0016301]; protein-containing complex binding [GO:0044877]; protein C-terminus binding [GO:0008022]; transcription coactivator activity [GO:0003713]; transcription regulatory region DNA binding [GO:0044212]; transferase activity, transferring acyl groups [GO:0016746]
Q5T6J7	GNTK_HUMAN	Probable gluconokinase (EC 2.7.1.12) (Gluconate kinase)	IDNK C9orf103	ATP binding [GO:0005524]; gluconokinase activity [GO:0046316]; D-gluconate catabolic process [GO:0046177]	ATP binding [GO:0005524]; gluconokinase activity [GO:0046316]
Q9UJ70	NAGK_HUMAN	N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase)	NAGK	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; ATP binding [GO:0005524]; N-acetylglucosamine kinase activity [GO:0045127]; N-acetylglucosamine metabolic process [GO:0006044]; N-acetylmannosamine metabolic process [GO:0006051]; N-acetylneuraminate catabolic process [GO:0019262]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	ATP binding [GO:0005524]; N-acetylglucosamine kinase activity [GO:0045127]
Q06187	BTK_HUMAN	Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase)	BTK AGMX1 ATK BPK	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; mast cell granule [GO:0042629]; membrane raft [GO:0045121]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; protein tyrosine kinase activity [GO:0004713]; adaptive immune response [GO:0002250]; apoptotic signaling pathway [GO:0097190]; B cell activation [GO:0042113]; B cell affinity maturation [GO:0002344]; B cell receptor signaling pathway [GO:0050853]; calcium-mediated signaling [GO:0019722]; cell maturation [GO:0048469]; cellular response to interleukin-7 [GO:0098761]; cellular response to molecule of fungal origin [GO:0071226]; cellular response to reactive oxygen species [GO:0034614]; Fc-epsilon receptor signaling pathway [GO:0038095]; G protein-coupled receptor signaling pathway [GO:0007186]; histamine secretion by mast cell [GO:0002553]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; mesoderm development [GO:0007498]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of cytokine production [GO:0001818]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of type I hypersensitivity [GO:0001812]; positive regulation of type III hypersensitivity [GO:0001805]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of B cell apoptotic process [GO:0002902]; regulation of B cell cytokine production [GO:0002721]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; protein tyrosine kinase activity [GO:0004713]
P27037	AVR2A_HUMAN	Activin receptor type-2A (EC 2.7.11.30) (Activin receptor type IIA) (ACTR-IIA) (ACTRIIA)	ACVR2A ACVR2	activin receptor complex [GO:0048179]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; inhibin-betaglycan-ActRII complex [GO:0034673]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; activin binding [GO:0048185]; activin-activated receptor activity [GO:0017002]; ATP binding [GO:0005524]; BMP receptor activity [GO:0098821]; coreceptor activity [GO:0015026]; growth factor binding [GO:0019838]; inhibin binding [GO:0034711]; metal ion binding [GO:0046872]; PDZ domain binding [GO:0030165]; protein self-association [GO:0043621]; protein serine/threonine kinase activity [GO:0004674]; transmembrane receptor protein serine/threonine kinase activity [GO:0004675]; activin receptor signaling pathway [GO:0032924]; anterior/posterior pattern specification [GO:0009952]; BMP signaling pathway [GO:0030509]; cellular response to BMP stimulus [GO:0071773]; cellular response to growth factor stimulus [GO:0071363]; determination of left/right symmetry [GO:0007368]; embryonic skeletal system development [GO:0048706]; gastrulation with mouth forming second [GO:0001702]; mesoderm development [GO:0007498]; penile erection [GO:0043084]; positive regulation of activin receptor signaling pathway [GO:0032927]; positive regulation of bone mineralization [GO:0030501]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein phosphorylation [GO:0006468]; regulation of nitric-oxide synthase activity [GO:0050999]; Sertoli cell proliferation [GO:0060011]; sperm ejaculation [GO:0042713]; spermatogenesis [GO:0007283]; transmembrane receptor protein serine/threonine kinase signaling pathway [GO:0007178]	activin-activated receptor activity [GO:0017002]; activin binding [GO:0048185]; ATP binding [GO:0005524]; BMP receptor activity [GO:0098821]; coreceptor activity [GO:0015026]; growth factor binding [GO:0019838]; inhibin binding [GO:0034711]; metal ion binding [GO:0046872]; PDZ domain binding [GO:0030165]; protein self-association [GO:0043621]; protein serine/threonine kinase activity [GO:0004674]; transmembrane receptor protein serine/threonine kinase activity [GO:0004675]
Q96PC2	IP6K3_HUMAN	Inositol hexakisphosphate kinase 3 (InsP6 kinase 3) (EC 2.7.4.21) (Inositol hexaphosphate kinase 3)	IP6K3 IHPK3	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate 6-kinase activity [GO:0000831]; inositol hexakisphosphate kinase activity [GO:0000828]; inositol phosphate biosynthetic process [GO:0032958]; inositol phosphate metabolic process [GO:0043647]; phosphatidylinositol metabolic process [GO:0046488]; protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate 6-kinase activity [GO:0000831]; inositol hexakisphosphate kinase activity [GO:0000828]
Q16654	PDK4_HUMAN	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 4)	PDK4 PDHK4	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]; cellular response to fatty acid [GO:0071398]; cellular response to starvation [GO:0009267]; glucose homeostasis [GO:0042593]; glucose metabolic process [GO:0006006]; insulin receptor signaling pathway [GO:0008286]; negative regulation of anoikis [GO:2000811]; reactive oxygen species metabolic process [GO:0072593]; regulation of acetyl-CoA biosynthetic process from pyruvate [GO:0010510]; regulation of bone resorption [GO:0045124]; regulation of cellular ketone metabolic process [GO:0010565]; regulation of fatty acid biosynthetic process [GO:0042304]; regulation of fatty acid oxidation [GO:0046320]; regulation of glucose metabolic process [GO:0010906]; regulation of pH [GO:0006885]; response to starvation [GO:0042594]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]
P51817	PRKX_HUMAN	cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1)	PRKX PKX1	cAMP-dependent protein kinase complex [GO:0005952]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]; angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; cell-substrate adhesion [GO:0031589]; endothelial cell migration [GO:0043542]; endothelial cell proliferation [GO:0001935]; epithelial tube morphogenesis [GO:0060562]; kidney morphogenesis [GO:0060993]; myeloid cell differentiation [GO:0030099]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of epithelial cell differentiation involved in kidney development [GO:2000696]; signal transduction [GO:0007165]	ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]
Q15139	KPCD1_HUMAN	Serine/threonine-protein kinase D1 (EC 2.7.11.13) (Protein kinase C mu type) (Protein kinase D) (nPKC-D1) (nPKC-mu)	PRKD1 PKD PKD1 PRKCM	autophagosome membrane [GO:0000421]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; protein kinase C activity [GO:0004697]; protein serine/threonine kinase activity [GO:0004674]; angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cellular response to amino acid starvation [GO:0034198]; cellular response to hydroperoxide [GO:0071447]; cellular response to oxidative stress [GO:0034599]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; Golgi organization [GO:0007030]; Golgi vesicle transport [GO:0048193]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; intracellular signal transduction [GO:0035556]; negative regulation of cell death [GO:0060548]; negative regulation of endocytosis [GO:0045806]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy [GO:0010508]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway [GO:0038033]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of histone deacetylase activity [GO:1901727]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of neuron projection development [GO:0010976]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autophosphorylation [GO:0046777]; protein kinase D signaling [GO:0089700]; protein phosphorylation [GO:0006468]; Ras protein signal transduction [GO:0007265]; regulation of integrin-mediated signaling pathway [GO:2001044]; regulation of keratinocyte proliferation [GO:0010837]; regulation of protein stability [GO:0031647]; signal transduction [GO:0007165]; sphingolipid biosynthetic process [GO:0030148]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; protein kinase C activity [GO:0004697]; protein serine/threonine kinase activity [GO:0004674]
Q15759	MK11_HUMAN	Mitogen-activated protein kinase 11 (MAP kinase 11) (MAPK 11) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 beta) (MAP kinase p38 beta) (p38b) (Stress-activated protein kinase 2b) (SAPK2b) (p38-2)	MAPK11 PRKM11 SAPK2 SAPK2B	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine/threonine kinase activity [GO:0004674]; activation of MAPK activity [GO:0000187]; cellular response to interleukin-1 [GO:0071347]; cellular response to virus [GO:0098586]; intracellular signal transduction [GO:0035556]; negative regulation of cardiac muscle cell proliferation [GO:0060044]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-12 secretion [GO:2001184]; positive regulation of muscle cell differentiation [GO:0051149]; Ras protein signal transduction [GO:0007265]; regulation of DNA-binding transcription factor activity [GO:0051090]; regulation of gene expression [GO:0010468]; regulation of signal transduction by p53 class mediator [GO:1901796]; stress-activated MAPK cascade [GO:0051403]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine/threonine kinase activity [GO:0004674]
